iter	Logloss
216	0.3137128332
217	0.3131271418
218	0.3128806303
219	0.3119964457
220	0.3117925831
221	0.3115953239
222	0.3112102285
223	0.3104328213
224	0.3102959104
225	0.3100212552
226	0.3094165688
227	0.3088656897
228	0.3079298339
229	0.3074210156
230	0.3072590103
231	0.3064621794
232	0.3055732468
233	0.3051437584
234	0.3047752504
235	0.3045520626
236	0.3041648545
237	0.3039737264
238	0.3035643695
239	0.3033142492
240	0.3025772461
241	0.3024759662
242	0.3022838154
243	0.3017751055
244	0.3015946211
245	0.30083785
246	0.3005487418
247	0.300452207
248	0.2996453067
249	0.298982046
250	0.298776159
251	0.298582484
252	0.2979927984
253	0.2978373334
254	0.297677268
255	0.2972216392
256	0.2962880546
257	0.295787896
258	0.2955170541
259	0.2951177025
260	0.2949165198
261	0.2939089225
262	0.2937030884
263	0.2935955534
264	0.2932140618
265	0.2930850288
266	0.2924117925
267	0.2919750701
268	0.2918403862
269	0.291196373
270	0.2907778664
271	0.2903037396
272	0.2898307444
273	0.2891321038
274	0.2887299781
275	0.2883462009
276	0.2880368115
277	0.2873152677
278	0.287130002
279	0.2865918317
280	0.2863642294
281	0.2862787199
282	0.2859711015
283	0.2857171845
284	0.2855287736
285	0.2851284111
286	0.2849107672
287	0.2846659969
288	0.2841408457
289	0.283874528
290	0.2837237944
291	0.2835829234
292	0.2834249467
293	0.2832305615
294	0.2830805381
295	0.2826774841
296	0.2823443546
297	0.2820934861
298	0.2815361279
299	0.2813729753
300	0.2810387843
301	0.2805831738
302	0.2803688812
303	0.2799844557
304	0.2794768991
305	0.2792584106
306	0.2789843067
307	0.2789127359
308	0.2786486439
309	0.2783663217
310	0.2780840038
311	0.2777369466
312	0.2775540539
313	0.2773058716
314	0.2771721076
315	0.2769564403
316	0.2768457174
317	0.2767275267
318	0.2766817066
319	0.2764522905
320	0.2762901026
321	0.2761544751
322	0.2758966937
323	0.2757666799
324	0.275513343
325	0.2750784956
326	0.2748933231
327	0.2746984482
328	0.274020097
329	0.2738531337
330	0.2735341457
331	0.2733828432
332	0.2732308125
333	0.2724543487
334	0.2722879177
335	0.2719936645
336	0.2716630649
337	0.2715267212
338	0.271273629
339	0.2711015448
340	0.270692793
341	0.2699667236
342	0.2698469101
343	0.2695916726
344	0.2694076819
345	0.2692533579
346	0.268974518
347	0.2688226091
348	0.268299647
349	0.2681788028
350	0.2679087101
351	0.2677935581
352	0.2676628253
353	0.2674558466
354	0.2673553849
355	0.2668378415
356	0.2666456584
357	0.266283998
358	0.2661523081
359	0.2655350281
360	0.2654832917
361	0.2652023914
362	0.2650754918
363	0.2645002508
364	0.2641757078
365	0.2640212066
366	0.2638396082
367	0.2633517654
368	0.2631607625
369	0.2629566892
370	0.2620129941
371	0.2618588093
372	0.2614214268
373	0.2612699647
374	0.2609813194
375	0.2608892533
376	0.2606226228
377	0.2600206512
378	0.2596760153
379	0.2592040766
380	0.2589967219
381	0.2589098315
382	0.2583533123
383	0.2581741736
384	0.2580585228
385	0.2578826926
386	0.2578106084
387	0.25729601
388	0.2570771157
389	0.2569403407
390	0.2565914849
391	0.2564648899
392	0.2561318125
393	0.2557256839
394	0.2556114284
395	0.2554807931
396	0.2552434839
397	0.2550787927
398	0.2548927204
399	0.2546746294
400	0.2544239802
401	0.2542708871
402	0.2541136515
403	0.2538691547
404	0.2534501844
405	0.2533204023
406	0.2531309014
407	0.2530193774
408	0.2524623183
409	0.2522884899
410	0.2520598645
411	0.2517322688
412	0.2516138413
413	0.2514426821
414	0.2513045187
415	0.2511008108
416	0.2509138066
417	0.2506416291
418	0.2505486461
419	0.2504019562
420	0.2502625913
421	0.2500580133
422	0.2497633241
423	0.2494503937
424	0.2493245104
425	0.2491632632
426	0.2490059967
427	0.2488035617
428	0.2487002995
429	0.2485537555
430	0.2483944295
431	0.2482035101
432	0.2480484575
433	0.2478281697
434	0.2475811014
435	0.2474535196
436	0.2473478878
437	0.2468973329
438	0.2467313956
439	0.2461109692
440	0.2460018445
441	0.2458338317
442	0.2452454217
443	0.2451448067
444	0.2450236246
445	0.2448978655
446	0.2443549479
447	0.2442525477
448	0.2441056918
449	0.2435290672
450	0.2434498634
451	0.2433629137
452	0.2431711249
453	0.2430530785
454	0.2426639704
455	0.2425489177
456	0.2424272311
457	0.2422459916
458	0.2421347312
459	0.2420266125
460	0.2419094152
461	0.2415930605
462	0.2413666432
463	0.2412560345
464	0.2409695668
465	0.2408462648
466	0.2400543692
467	0.2398798214
468	0.2396161898
469	0.2393068801
470	0.239177101
471	0.2390707324
472	0.2389342755
473	0.2387761378
474	0.2384507873
475	0.2383258286
476	0.2380237678
477	0.237799911
478	0.237571291
479	0.2374162176
480	0.2371461468
481	0.2369781073
482	0.236813289
483	0.2366880952
484	0.2363246335
485	0.2359498636
486	0.2358237354
487	0.2354711709
488	0.2353329001
489	0.2351359007
490	0.2349334593
491	0.2347946559
492	0.234666627
493	0.2343034147
494	0.2342223118
495	0.2339749687
496	0.2338558393
497	0.2337111578
498	0.2335853649
499	0.2334096345
500	0.2332831442
501	0.2331391186
502	0.2329984355
503	0.2327168643
504	0.2326037504
505	0.231954578
506	0.2317970422
507	0.231677195
508	0.2315339198
509	0.2313673448
510	0.2312006583
511	0.2306872739
512	0.2305442662
513	0.2303763294
514	0.2300988137
515	0.2299420149
516	0.2297831787
517	0.2296406884
518	0.2295225004
519	0.2293700351
520	0.2292047661
521	0.2290433269
522	0.228887581
523	0.2287424346
524	0.2285538458
525	0.2284546223
526	0.2283052197
527	0.2281521598
528	0.2280037856
529	0.2278352284
530	0.2276887418
531	0.2275436
532	0.2273914556
533	0.2272190803
534	0.2270840307
535	0.2269619997
536	0.2267858587
537	0.2266101189
538	0.226438017
539	0.2263020283
540	0.2261704061
541	0.2258947613
542	0.2257344944
543	0.2255981789
544	0.2254437154
545	0.2249882986
546	0.2248291579
547	0.2246984295
548	0.2245539551
549	0.2244301658
550	0.2242769927
551	0.2241324208
552	0.2239706331
553	0.2238332758
554	0.2236895617
555	0.2235672498
556	0.2233643029
557	0.223201384
558	0.2230558221
559	0.2228559289
560	0.222688144
561	0.2225491753
562	0.2224004352
563	0.2222258083
564	0.2220832208
565	0.2219375804
566	0.2217994879
567	0.2216611559
568	0.2215161878
569	0.2213626758
570	0.2211965347
571	0.2210559344
572	0.220916195
573	0.2207575896
574	0.2206284102
575	0.2204659333
576	0.2203145184
577	0.2201623656
578	0.2200168416
579	0.2198496426
580	0.2197124873
581	0.2195164412
582	0.2193838004
583	0.2192660574
584	0.2191237039
585	0.2189955586
586	0.2182184799
587	0.2180887936
588	0.2179452262
589	0.2178012076
590	0.2176539959
591	0.2175481611
592	0.2173952583
593	0.2172473326
594	0.2170888627
595	0.2169466323
596	0.2167883002
597	0.2166270056
598	0.2159328076
599	0.2157942968
600	0.2156506465
601	0.215510956
602	0.2153578588
603	0.2152069673
604	0.2150548908
605	0.2149041005
606	0.214748073
607	0.2146245978
608	0.2144723927
609	0.2137523986
610	0.2135974871
611	0.2134555924
612	0.2133086536
613	0.2131536773
614	0.2130271965
615	0.2123474901
616	0.212193629
617	0.2120426324
618	0.2118923277
619	0.2117534931
620	0.2116035992
621	0.2114714905
622	0.2113165551
623	0.2111702926
624	0.21104315
625	0.2108988991
626	0.2107618456
627	0.2106206574
628	0.2104880249
629	0.2103421001
630	0.2102089559
631	0.2100576878
632	0.2099082311
633	0.2097610076
634	0.209635784
635	0.209490579
636	0.2093496585
637	0.2092205763
638	0.2090801775
639	0.2089387863
640	0.2087898181
641	0.2086460628
642	0.2085033226
643	0.2083774397
644	0.2082483611
645	0.2081092822
646	0.2079695002
647	0.2078243019
648	0.2076817809
649	0.2075521824
650	0.207214082
651	0.2070817098
652	0.2069396358
653	0.2068093933
654	0.2066669566
655	0.2065224735
656	0.2064066257
657	0.206269515
658	0.2061451418
659	0.2060063922
660	0.2055667322
661	0.2054307538
662	0.2053018128
663	0.2051686376
664	0.2050363649
665	0.2049204286
666	0.2047897978
667	0.204651737
668	0.2045142085
669	0.204377708
670	0.2042404707
671	0.2041034361
672	0.2039845227
673	0.2038494742
674	0.203709173
675	0.2035805217
676	0.203444893
677	0.2033114853
678	0.2031729837
679	0.2030433102
680	0.2029133654
681	0.2027785712
682	0.2026498577
683	0.2025201812
684	0.2023846481
685	0.2022606783
686	0.2021435753
687	0.2020075042
688	0.2018755959
689	0.2017413469
690	0.2016087016
691	0.2014815411
692	0.2013570085
693	0.2012248405
694	0.2010987613
695	0.2009728479
696	0.2008428299
697	0.2001260556
698	0.1999957701
699	0.1998644907
700	0.1997422271
701	0.1996179663
702	0.1988543462
703	0.1987238665
704	0.1986146027
705	0.1977211817
706	0.1976015196
707	0.1974773189
708	0.196699212
709	0.196264917
710	0.1961391079
711	0.1960106303
712	0.1958804457
713	0.1957559954
714	0.1956261639
715	0.1954985303
716	0.195049489
717	0.194922206
718	0.1948146066
719	0.1946745331
720	0.1945239926
721	0.1943981771
722	0.1942746088
723	0.1941531758
724	0.1940276234
725	0.1939022478
726	0.1937770686
727	0.1936550164
728	0.1935313272
729	0.193412238
730	0.193289523
731	0.1931690467
732	0.193050623
733	0.1929338789
734	0.1924330932
735	0.1923178491
736	0.1921951214
737	0.1920723507
738	0.1919545542
739	0.1918342447
740	0.1917152202
741	0.1916009589
742	0.1914864058
743	0.1913642866
744	0.191244788
745	0.1911247435
746	0.1910141024
747	0.1908977003
748	0.1907790854
749	0.190674731
750	0.1905773432
751	0.1904580938
752	0.1898501761
753	0.1897523527
754	0.1896372157
755	0.1892554428
756	0.1889700163
757	0.1888565363
758	0.18859956
759	0.1885036905
760	0.188392769
761	0.1880209833
762	0.1879070924
763	0.1877896964
764	0.187678438
765	0.1875689226
766	0.1874575653
767	0.1873425076
768	0.1872324698
769	0.1866926339
770	0.1865918556
771	0.1864724609
772	0.1863045105
773	0.1861940589
774	0.1860804531
775	0.1857104019
776	0.1855986321
777	0.1854851926
778	0.1853708611
779	0.1852560264
780	0.1851434736
781	0.1850446275
782	0.1849376838
783	0.1848421885
784	0.184729044
785	0.1846203924
786	0.1845143622
787	0.1844059463
788	0.1842973277
789	0.1836391204
790	0.1832904647
791	0.1831867109
792	0.1830754661
793	0.1829702662
794	0.1828802388
795	0.1825920552
796	0.1824821994
797	0.1823771414
798	0.1822672664
799	0.1821641704
800	0.1820612171
801	0.1819544895
802	0.1818460373
803	0.1817433677
804	0.1816359618
805	0.181527739
806	0.1814365537
807	0.1813321941
808	0.1812385973
809	0.1808057758
810	0.1806976564
811	0.1805669345
812	0.180457507
813	0.1803532826
814	0.1802518142
815	0.1798099253
816	0.1797028282
817	0.1796096723
818	0.1795163865
819	0.1794109192
820	0.1793070331
821	0.1792011605
822	0.1790982233
823	0.1789986452
824	0.1788936848
825	0.178791745
826	0.1786897948
827	0.178249043
828	0.1781433798
829	0.1779564346
830	0.1778592845
831	0.177760312
832	0.1776551789
833	0.1775502155
834	0.1774499092
835	0.1773488795
836	0.1772451844
837	0.1771418338
838	0.1769692436
839	0.1768652942
840	0.1767615515
841	0.1766581176
842	0.1765545744
843	0.176451267
844	0.1763620834
845	0.1762601636
846	0.1761608911
847	0.1754607633
848	0.1753581245
849	0.1749979262
850	0.1749021007
851	0.1748000349
852	0.1746982779
853	0.1745972794
854	0.1745099784
855	0.1744253157
856	0.1743249251
857	0.1742282703
858	0.1741283639
859	0.1740281684
860	0.1739319355
861	0.1738318651
862	0.1737361414
863	0.1736353281
864	0.1733995235
865	0.1733058651
866	0.173196468
867	0.1731099056
868	0.1724203473
869	0.1720840097
870	0.1719842154
871	0.1717190045
872	0.1716231758
873	0.1715235038
874	0.1714241377
875	0.1713258438
876	0.1712457544
877	0.1711476145
878	0.1710526545
879	0.1703422986
880	0.1702511965
881	0.1701538748
882	0.1700604744
883	0.1699635237
884	0.1698835087
885	0.1697871482
886	0.1696541572
887	0.1695743378
888	0.1694906561
889	0.1692206006
890	0.1691244602
891	0.1690279132
892	0.1685805068
893	0.1684842432
894	0.1683882707
895	0.1682993121
896	0.1682036767
897	0.1680094907
898	0.1677051428
899	0.1676093267
900	0.1670974067
901	0.1670012861
902	0.1669059089
903	0.1668176989
904	0.1667226154
905	0.1666281322
906	0.1665464295
907	0.1662897309
908	0.1661952494
909	0.1661009762
910	0.1660068273
911	0.1659195215
912	0.1655854664
913	0.165491946
914	0.1653986767
915	0.1653183528
916	0.1646961314
917	0.1646029129
918	0.1645103656
919	0.1644177578
920	0.1643291936
921	0.1642371129
922	0.16414505
923	0.1640539686
924	0.1639626317
925	0.1638714751
926	0.1637004507
927	0.1636092602
928	0.1635181142
929	0.1634270947
930	0.1633487782
931	0.1632582659
932	0.1631681881
933	0.1628573523
934	0.1627668243
935	0.162401048
936	0.1623137243
937	0.1619249727
938	0.1618345323
939	0.1617446812
940	0.1616549913
941	0.1615656032
942	0.1614763301
943	0.1613871756
944	0.1612983055
945	0.161212582
946	0.1611241802
947	0.1610417479
948	0.160953613
949	0.1605578483
950	0.1604694592
951	0.160384243
952	0.1602960708
953	0.1602111012
954	0.1601232195
955	0.1600361293
956	0.1599544548
957	0.1598669717
958	0.1597796543
959	0.1596922916
960	0.1596057637
961	0.1593595472
962	0.1592755203
963	0.158974054
964	0.1588869267
965	0.1588030875
966	0.1582807846
967	0.1581941032
968	0.158107711
969	0.1574725972
970	0.1573859137
971	0.1570885393
972	0.1570019545
973	0.1569159394
974	0.1568301003
975	0.1565216675
976	0.1564357057
977	0.1563503379
978	0.1562680394
979	0.1561827893
980	0.1560975796
981	0.1557598118
982	0.1556777432
983	0.1553101587
984	0.1550546541
985	0.1549694968
986	0.1548847884
987	0.1548034028
988	0.1546890431
989	0.154610431
990	0.1545266107
991	0.1544458761
992	0.1543678942
993	0.1542844641
994	0.154212668
995	0.1541350809
996	0.1540667306
997	0.1539872851
998	0.1537907668
999	0.1537192557
